브랜드명,상호명,지점명,상권업종소분류명,도로명주소,경도,위도
GS25,GS25,신엄포구점,편의점,"제주특별자치도 제주시 애월읍 애월해안로 416, (신엄리)",126.352863995593,33.4735704036881
GS25,GS25,건입현대점,편의점,"제주특별자치도 제주시 만덕로3길 19, (건입동, 우일)",126.533373114223,33.516129382551796
GS25,GS25제주번영점,제주번영점,편의점,"제주특별자치도 제주시 번영로 470, (봉개동)",126.592260732493,33.4914511430187
GS25,GS25,성산아로하점,편의점,"제주특별자치도 서귀포시 성산읍 성산등용로 40, (성산리)",126.93109655253201,33.4664900705898
GS25,GS25,이도월드컵점,편의점,"제주특별자치도 제주시 서광로29길 25, (이도일동, 장원월드컵아파트)",126.52556987830201,33.5021615519254
GS25,GS25,퍼시픽랜드점,편의점,"제주특별자치도 서귀포시 중문관광로 154-17, (색달동)",126.41566231348801,33.2450287797317
GS25,GS25산방산온천,산방산온천,편의점,"제주특별자치도 서귀포시 안덕면 사계북로41번길 178-3, (사계리)",126.298266763626,33.249085463439805
GS25,GS25한라대학점,한라대학점,편의점,"제주특별자치도 제주시 한라대학로 72, (노형동)",126.478072190315,33.476126907978
GS25,GS25,제주하나호텔,편의점,"제주특별자치도 서귀포시 중문관광로72번길 53, (색달동)",126.40820252825701,33.2499102800114
GS25,GS25,제주영평,편의점,"제주특별자치도 제주시 아봉로 247, (영평동)",126.568463124709,33.4768072748435
GS25,GS25,제주천수점,편의점,"제주특별자치도 제주시 동광로 154, 1동  (일도이동, 일도월드하우스)",126.542834858732,33.5090194499805
맥도날드,맥도날드,제주성산점,패스트푸드,"제주특별자치도 서귀포시 성산읍 일출로 284-1, (성산리)",126.935346387382,33.4629291223297
GS25,GS25,함덕코업시티점,편의점,"제주특별자치도 제주시 조천읍 조함해안로 474, (함덕리)",126.663301396008,33.5432048384095
이디야,이디야커피,성산점,커피전문점/카페/다방,"제주특별자치도 서귀포시 성산읍 성산중앙로 43, (성산리)",126.93357276148001,33.4636982995964
GS25,GS25,제주교래점,편의점,"제주특별자치도 제주시 조천읍 비자림로 658, (교래리)",126.677085234654,33.4369193324119
GS25,GS25제주반딧불점,제주반딧불점,편의점,"제주특별자치도 제주시 한경면 녹차분재로 506, (저지리)",126.27014909068001,33.3173600952923
GS25,GS25,모슬포항점,편의점,"제주특별자치도 서귀포시 대정읍 하모항구로 4, (하모리)",126.25201934298799,33.2162852654693
GS25,GS25서귀서광로점,서귀서광로점,편의점,"제주특별자치도 서귀포시 안덕면 녹차분재로 61, (서광리)",126.301119968879,33.2906956449217
GS25,GS25,탐라스테이점,편의점,"제주특별자치도 제주시 애월읍 애월해안로 881, (하귀2리)",126.391093810611,33.487118079721
GS25,GS25,금악로타리점,편의점,"제주특별자치도 제주시 한림읍 중산간서로 4287, (금악리)",126.294436213429,33.3577249793463
GS25,GS25,중문사거리점,편의점,"제주특별자치도 서귀포시 중문로 80, (중문동)",126.426996459653,33.2580022919263
GS25,GS25,세화삼거리점,편의점,"제주특별자치도 제주시 구좌읍 일주동로 3103, (평대리)",126.851464708728,33.5237700416316
GS25,GS25서귀솔동산점,서귀솔동산점,편의점,"제주특별자치도 서귀포시 솔동산로 20, (서귀동)",126.563775541136,33.2431399510608
이디야,이디야커피제주중문점,제주중문점,커피전문점/카페/다방,"제주특별자치도 서귀포시 중문관광로 42, (색달동)",126.40982916537399,33.2548898215853
GS25,GS25노형신도시점,노형신도시점,편의점,"제주특별자치도 제주시 노형11길 12, (노형동, 인선빌딩)",126.478043079605,33.4839431441252
탐앤탐스,쇠소깍탐앤탐스,제주점,커피전문점/카페/다방,"제주특별자치도 서귀포시 쇠소깍로 122, (하효동)",126.622457260881,33.252684761624195
스타벅스,스타벅스제주노형공원점,제주노형공원점,커피전문점/카페/다방,"제주특별자치도 제주시 연북로 12, (노형동)",126.48253667786501,33.4816902383332
GS25,GS25,서귀중정점,편의점,"제주특별자치도 서귀포시 중정로 17-1, (서귀동)",126.558433210709,33.2476493192344
GS25,GS25서귀법환점,서귀법환점,편의점,"제주특별자치도 서귀포시 이어도로 900, (법환동)",126.510945766665,33.236622129537004
GS25,GS25외도대박점,외도대박점,편의점,"제주특별자치도 제주시 우정로16길 30, (외도일동)",126.427608278417,33.4860992543978
GS25,GS25노형광평점,노형광평점,편의점,"제주특별자치도 제주시 광평동로 13, (노형동)",126.47099564799299,33.4815032988324
GS25,GS25,연동해피점,편의점,"제주특별자치도 제주시 제원길 43, (연동)",126.489527282593,33.4861843169348
GS25,GS25,모슬포항점,편의점,"제주특별자치도 서귀포시 대정읍 하모항구로 48, (하모리)",126.249923236924,33.2181310455334
GS25,GS25성산삼달점,성산삼달점,편의점,"제주특별자치도 서귀포시 성산읍 일주동로 5251, (삼달리)",126.869423409922,33.3693419874745
GS25,GS25중문시티점,중문시티점,편의점,"제주특별자치도 서귀포시 중문상로 27, (중문동)",126.424838202908,33.2508974904066
GS25,GS25,수산삼거리점,편의점,"제주특별자치도 서귀포시 성산읍 서성일로 1029, (수산리)",126.888656299906,33.443792497387
GS25,GS25함덕라마다점,함덕라마다점,편의점,"제주특별자치도 제주시 조천읍 신북로 474, (함덕리)",126.660888626766,33.5432689258458
GS25,GS25,도두해안로점,편의점,"제주특별자치도 제주시 서해안로 301-1, (도두이동)",126.477731880835,33.5091020173409
GS25,GS25금호리조트제주점,금호리조트제주점,편의점,"제주특별자치도 서귀포시 남원읍 태위로 522-12, (남원리)",126.70281301531999,33.2736463497898
GS25,GS25서광로터리점,서광로터리점,편의점,"제주특별자치도 서귀포시 안덕면 중산간서로 2084, (서광리)",126.302131278538,33.2861475587966
GS25,GS25제주신엄점,제주신엄점,편의점,"제주특별자치도 제주시 애월읍 일주서로 6733, (신엄리, 은창빌라)",126.371367888496,33.4729584785964
GS25,GS25노형드림점,노형드림점,편의점,"제주특별자치도 제주시 원노형남2길 37, (노형동)",126.485219490425,33.4827057711635
스타벅스,스타벅스,제주에듀시티점,커피전문점/카페/다방,"제주특별자치도 서귀포시 대정읍 에듀시티로 36, (보성리)",126.28436266308901,33.291790714250396
GS25,GS25연동에코점,연동에코점,편의점,"제주특별자치도 제주시 신광로 16, (연동)",126.48996571528299,33.4906794726755
GS25,GS25아라타운점,아라타운점,편의점,"제주특별자치도 제주시 인다8길 8, (아라일동)",126.54579667550101,33.4760655490562
GS25,GS25,월산마을점,편의점,"제주특별자치도 제주시 월산남길 19, (노형동)",126.464960994823,33.4716827628736
GS25,GS25,중문희망점,편의점,"제주특별자치도 서귀포시 중문로 53, (중문동)",126.42565308055299,33.2563173487524
GS25,GS25노형에비뉴점,노형에비뉴점,편의점,"제주특별자치도 제주시 연북로 21, (노형동)",126.48361115981001,33.4823885831412
이디야,이디야커피한라수목원점,한라수목원점,커피전문점/카페/다방,"제주특별자치도 제주시 수목원길 9, (노형동)",126.486285219349,33.4696820949737
GS25,GS25,연동중앙점,편의점,"제주특별자치도 제주시 연동7길 35, (연동)",126.490916340772,33.4867421828189
GS25,GS25사계포구점,사계포구점,편의점,"제주특별자치도 서귀포시 안덕면 사계남로 165, (사계리)",126.307563082639,33.2282688598557
GS25,GS25,강정LH점,편의점,"제주특별자치도 서귀포시 대청로25번길 9, (강정동, 강정엘에이치아파트)",126.50229380451,33.2532429993583
스타벅스,스타벅스,제주성산DT점,커피전문점/카페/다방,"제주특별자치도 서귀포시 성산읍 일출로 80, (고성리)",126.920632326286,33.4497462306293
GS25,GS25제주신북점,제주신북점,편의점,"제주특별자치도 제주시 조천읍 신북로 66, 102동  (신촌리, 에스디빌)",126.62095237041001,33.5339048963168
GS25,GS25,서귀운진항점,편의점,"제주특별자치도 서귀포시 대정읍 최남단해안로125번길 35, (하모리)",126.257461171932,33.214468323961604
GS25,GS25동홍그린점,동홍그린점,편의점,"제주특별자치도 서귀포시 동홍동로32번길 12, (동홍동)",126.576224189507,33.2575646721694
GS25,GS25,한림금능점,편의점,"제주특별자치도 제주시 한림읍 한림로 224, (금능리)",126.231724045652,33.386607326802
GS25,GS25,관광대기숙사점,편의점,"제주특별자치도 제주시 애월읍 평화로 2715, (광령리)",126.43436073019,33.4474626522332
GS25,GS25,도두해안로점,편의점,"제주특별자치도 제주시 서해안로 301-1, (도두이동)",126.477796598644,33.509093797007
이디야,이디야커피,송악산점,커피전문점/카페/다방,"제주특별자치도 서귀포시 대정읍 최남단해안로 578, (상모리)",126.28975470393699,33.2073703080602
GS25,GS25,협재포구점,편의점,"제주특별자치도 제주시 한림읍 협재1길 42, (협재리)",126.24430827779899,33.398370782333195
GS25,GS25,서귀포부두점,편의점,"제주특별자치도 서귀포시 칠십리로 78, (서귀동)",126.564389822402,33.2396938600177
GS25,GS25아라나래점,아라나래점,편의점,"제주특별자치도 제주시 인다2길 75-1, (아라일동)",126.550447944497,33.471323630257004
스타벅스,스타벅스제주애월DT점,제주애월DT점,커피전문점/카페/다방,"제주특별자치도 제주시 애월읍 애월해안로 376, (고내리)",126.348814359959,33.4726870921413
GS25,GS25,성산동남점,편의점,"제주특별자치도 서귀포시 성산읍 고성오조로 47, (고성리)",126.91497581975901,33.4479386756517
GS25,GS25,,편의점,"제주특별자치도 서귀포시 대정읍 중산간서로 2386, (보성리)",126.278729219002,33.2725276284063
GS25,GS25제주약천사점,제주약천사점,편의점,"제주특별자치도 서귀포시 이어도로 293-20, (하원동)",126.451143084353,33.2445561221292
GS25,GS25제주난타파크점,제주난타파크점,편의점,"제주특별자치도 제주시 선돌목동길 56-26, (오등동)",126.54796866389601,33.4458158991655
GS25,GS25중문버자야점,중문버자야점,편의점,"제주특별자치도 서귀포시 예래로 38, (상예동)",126.40176375241,33.2564272963539
GS25,GS25,서귀글램블루점,편의점,"제주특별자치도 서귀포시 명동로 46, (서귀동)",126.56690605178801,33.247242344516
GS25,GS25제주하광로점,제주하광로점,편의점,"제주특별자치도 제주시 애월읍 하귀9길 71, (하귀1리, 제주하귀휴먼시아2단지)",126.41511922334,33.4812340169131
GS25,GS25,,편의점,"제주특별자치도 제주시 구좌읍 중산간동로 2264, (송당리)",126.784477431986,33.4712971367666
GS25,GS25귀일중점,귀일중점,편의점,"제주특별자치도 제주시 애월읍 항몽로 34, (하귀2리)",126.40541513322901,33.4806317015558
GS25,GS25연동신광,,편의점,"제주특별자치도 제주시 도령로 74, (연동)",126.48638846261001,33.4897252416275
GS25,GS25,제주애월중점,편의점,"제주특별자치도 제주시 애월읍 애월로 151, (애월리)",126.323337917705,33.4638885743693
GS25,GS25한라수목원,,편의점,"제주특별자치도 제주시 수목원길 65-6, (연동)",126.49199339206001,33.470536044065696
GS25,GS25노형신비,,편의점,"제주특별자치도 제주시 한라대학로 99, (노형동)",126.480755035905,33.4765114370935
GS25,GS25,이호해수욕장점,편의점,"제주특별자치도 제주시 서해안로 24, (이호일동)",126.457037997886,33.4998934781217
GS25,GS25,,편의점,"제주특별자치도 제주시 구좌읍 중산간동로 2262, (송당리)",126.78434784806299,33.4713319305229
GS25,gs25외도월대,,편의점,"제주특별자치도 제주시 도근내길 24, (외도일동)",126.433532379363,33.4923139054666
GS25,GS25,도남사거리점,편의점,"제주특별자치도 제주시 신성로 92, (도남동)",126.52901927453999,33.496098903988106
GS25,GS25,해도점,편의점,"제주특별자치도 제주시 애월읍 하광로 8, (하귀1리, 해도빌리지)",126.41062175372,33.484196627862
GS25,GS25,노형광평점,편의점,"제주특별자치도 제주시 광평동로 13, (노형동)",126.471038990936,33.4814858022795
GS25,GS25,성산오조점,편의점,"제주특별자치도 서귀포시 성산읍 한도로 129, (오조리)",126.921943448802,33.468953411255804
탐앤탐스,탐앤탐스,제주쇠소깍점,커피전문점/카페/다방,"제주특별자치도 서귀포시 쇠소깍로 122, (하효동)",126.622382156828,33.252683929608004
GS25,GS25서귀혁신점,서귀혁신점,편의점,"제주특별자치도 서귀포시 대청로 33, (강정동)",126.503397041284,33.25273335290311
GS25,GS25,제주신평점,편의점,"제주특별자치도 서귀포시 대정읍 중산간서로 2613, (신평리)",126.259026394211,33.264833410987
GS25,GS25,성산신양점,편의점,"제주특별자치도 서귀포시 성산읍 섭지코지로26번길 6, (고성리)",126.919241247481,33.4387612133882
GS25,GS25동홍대림,,편의점,"제주특별자치도 서귀포시 동홍중앙로 49, (동홍동)",126.57192950407499,33.2550540157672
GS25,GS25,한림중앙점,편의점,"제주특별자치도 제주시 한림읍 한림로 656, (한림리)",126.26333226876699,33.4140458547295
GS25,GS25,대정한신점,편의점,"제주특별자치도 서귀포시 대정읍 에듀시티로 102, (보성리, 한신더휴)",126.27880837381201,33.2881797973737
이디야,이디야커피전문점,,커피전문점/카페/다방,제주특별자치도 제주시 칠성로길 45-6,126.528050485603,33.5145516038303
이디야,이디야커피,이자카야,소주방/포장마차,"제주특별자치도 서귀포시 중앙로71번길 6-2, (서귀동)",126.56083663562299,33.2509319790139
GS25,제주표선GS25편의점,,편의점,"제주특별자치도 서귀포시 표선면 표선중앙로 90, (표선리)",126.83351404467899,33.3256319412259
스타벅스,스타벅스,제주신화월드점,커피전문점/카페/다방,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, (서광리)",126.32029423445299,33.3018201601756
맥도날드,한국맥도날드제주중문DT점,,패스트푸드,"제주특별자치도 서귀포시 중문관광로 38, (색달동)",126.413583453022,33.2549738421094
GS25,GS25,이도신설점,편의점,"제주특별자치도 제주시 신설로2길 1, (이도이동)",126.54210702421899,33.4940176890521
GS25,GS25,제주메종글래드호텔점,편의점,"제주특별자치도 제주시 노연로 80, (연동)",126.48839567956499,33.4850525725179
GS25,GS25,연동은수길점,편의점,"제주특별자치도 제주시 수목원길 23, (연동)",126.487355305814,33.469388625118
맥도날드,맥도날드,제주중문DT점,패스트푸드,"제주특별자치도 서귀포시 중문관광로 38, (색달동)",126.413583453022,33.2549738421094
탐앤탐스,던킨.탐앤탐스,제주대학병원점,커피전문점/카페/다방,"제주특별자치도 제주시 아란13길 15, (아라일동)",126.54525635702,33.4671966776734
스타벅스,스타벅스,제주신화월드점,커피전문점/카페/다방,"제주특별자치도 서귀포시 안덕면 서광동로34번길 14-19, (서광리)",126.334191092445,33.289754949686106
GS25,GS25,,편의점,"제주특별자치도 제주시 우정로4길 4, (외도일동, 백강수피아5차)",126.430694602794,33.491556748431
GS25,GS25,표선동서로점,편의점,"제주특별자치도 서귀포시 표선면 표선동서로 76, (표선리)",126.82449482913799,33.3126354191257
스타벅스,스타벅스,제주시청점,커피전문점/카페/다방,제주특별자치도 제주시 광양7길 1,126.529653907001,33.500569227167
GS25,GS25,제주비자림점,편의점,"제주특별자치도 제주시 구좌읍 비자림로 2279, (평대리)",126.811963582389,33.4965925006664
GS25,GS25,제주성읍점,편의점,"제주특별자치도 서귀포시 표선면 서성일로 24, (성읍리)",126.801309349353,33.3942010513853
GS25,GS25,법환포구점,편의점,"제주특별자치도 서귀포시 막숙포로 66, (법환동)",126.51477955333598,33.235775377878
GS25,GS25,삼도동양점,편의점,"제주특별자치도 제주시 홍랑길 20, (삼도일동, 동양맨션)",126.523288543472,33.5015213104869
GS25,GS25,제주대동점,편의점,"제주특별자치도 제주시 대동길 2, (이호이동)",126.463282239133,33.494255179598
GS25,GS25,노형중앙점,편의점,"제주특별자치도 제주시 다랑곶길 19, (노형동)",126.480060001837,33.4879708589002
GS25,GS25,이도구남점,편의점,"제주특별자치도 제주시 구남동2길 11-1, (이도이동)",126.536527248262,33.489885802223505
GS25,GS25,연동모디움점,편의점,"제주특별자치도 제주시 삼무로1길 10-9, (연동)",126.48847539701599,33.4903727994439
GS25,GS25,성산오일장점,편의점,"제주특별자치도 서귀포시 성산읍 고성오조로 106, (고성리)",126.91406330937401,33.452979836212805
GS25,GS25,제주대흘점,편의점,"제주특별자치도 제주시 조천읍 중산간동로 700, (대흘리)",126.659190215321,33.4977472787317
GS25,GS25,산방사계로점,편의점,"제주특별자치도 서귀포시 안덕면 사계로114번길 53-7, (사계리)",126.304228737652,33.2437304537782
GS25,GS25,R제주예시장점,편의점,"제주특별자치도 제주시 애월읍 평화로 2144, (유수암리)",126.39317621369801,33.4098275071592
이디야,이디야커피,서귀포동홍점,커피전문점/카페/다방,"제주특별자치도 서귀포시 동홍동로 9, (동홍동)",126.574784544418,33.255681837887
이디야,이디야커피,제주연북로점,커피전문점/카페/다방,"제주특별자치도 제주시 연북로 34, (노형동)",126.485011802735,33.481657412499196
GS25,GS25,외도부영점,편의점,"제주특별자치도 제주시 우정로7길 30, (외도일동)",126.43416062458,33.4890942651515
