가게명,지점명,업체유형,주소,경도,위도,	ID,연락처,주차시설,평점,판매자ID,판매상품목록
GS25,노형정원점,편의점,"제주특별자치도 제주시 노형4길 17, (노형동)",126.4764268,33.48162429,,,,,,
GS25,서귀홍중점,편의점,"제주특별자치도 서귀포시 홍중로 57, (서홍동)",126.5567237,33.2576464,,,,,,
GS25,과원점,편의점,"제주특별자치도 제주시 과원로 51, (연동)",126.4888992,33.47650282,,,,,,
GS25,제주이호점,편의점,"제주특별자치도 제주시 일주서로 7519, (이호일동)",126.4499591,33.49495471,,,,,,
GS25,교래퐁낭점,편의점,"제주특별자치도 제주시 조천읍 교래3길 1, (교래리)",126.6773134,33.43676849,,,,,,
GS25,아라중앙점,편의점,"제주특별자치도 제주시 아란2길 79, (아라일동)",126.5415872,33.47046236,,,,,,
GS25,신엄포구점,편의점,"제주특별자치도 제주시 애월읍 애월해안로 416, (신엄리)",126.352864,33.4735704,,,,,,
GS25,건입현대점,편의점,"제주특별자치도 제주시 만덕로3길 19, (건입동, 우일)",126.5333731,33.51612938,,,,,,
GS25,제주번영점,편의점,"제주특별자치도 제주시 번영로 470, (봉개동)",126.5922607,33.49145114,,,,,,
GS25,성산아로하점,편의점,"제주특별자치도 서귀포시 성산읍 성산등용로 40, (성산리)",126.9310966,33.46649007,,,,,,
GS25,이도월점,편의점,"제주특별자치도 제주시 서광로29길 25, (이도일동, 장원월드컵아파트)",126.5255699,33.50216155,,,,,,
GS25,퍼시픽랜드점,편의점,"제주특별자치도 서귀포시 중문관광로 154-17, (색달동)",126.4156623,33.24502878,,,,,,
GS25,산방산온천,편의점,"제주특별자치도 서귀포시 안덕면 사계북로41번길 178-3, (사계리)",126.2982668,33.24908546,,,,,,
GS25,한라대학점,편의점,"제주특별자치도 제주시 한라대학로 72, (노형동)",126.4780722,33.47612691,,,,,,
GS25,제주하나호텔점,편의점,"제주특별자치도 서귀포시 중문관광로72번길 53, (색달동)",126.4082025,33.24991028,,,,,,
GS25,제주영평점,편의점,"제주특별자치도 제주시 아봉로 247, (영평동)",126.5684631,33.47680727,,,,,,
GS25,제주천수점,편의점,"제주특별자치도 제주시 동광로 154, 1동  (일도이동, 일도월드하우스)",126.5428349,33.50901945,,,,,,
GS25,함덕코업시티점,편의점,"제주특별자치도 제주시 조천읍 조함해안로 474, (함덕리)",126.6633014,33.54320484,,,,,,
GS25,제주교래점,편의점,"제주특별자치도 제주시 조천읍 비자림로 658, (교래리)",126.6770852,33.43691933,,,,,,
GS25,제주반딧불점,편의점,"제주특별자치도 제주시 한경면 녹차분재로 506, (저지리)",126.2701491,33.3173601,,,,,,
GS25,모슬포항점,편의점,"제주특별자치도 서귀포시 대정읍 하모항구로 4, (하모리)",126.2520193,33.21628527,,,,,,
GS25,서귀서광로점,편의점,"제주특별자치도 서귀포시 안덕면 녹차분재로 61, (서광리)",126.30112,33.29069564,,,,,,
GS25,탐라스테이점,편의점,"제주특별자치도 제주시 애월읍 애월해안로 881, (하귀2리)",126.3910938,33.48711808,,,,,,
GS25,금악로타리점,편의점,"제주특별자치도 제주시 한림읍 중산간서로 4287, (금악리)",126.2944362,33.35772498,,,,,,
GS25,중문사거리점,편의점,"제주특별자치도 서귀포시 중문로 80, (중문동)",126.4269965,33.25800229,,,,,,
GS25,세화삼거리점,편의점,"제주특별자치도 제주시 구좌읍 일주동로 3103, (평대리)",126.8514647,33.52377004,,,,,,
GS25,서귀솔동산점,편의점,"제주특별자치도 서귀포시 솔동산로 20, (서귀동)",126.5637755,33.24313995,,,,,,
GS25,노형신도시점,편의점,"제주특별자치도 제주시 노형11길 12, (노형동, 인선빌딩)",126.4780431,33.48394314,,,,,,
GS25,서귀중정점,편의점,"제주특별자치도 서귀포시 중정로 17-1, (서귀동)",126.5584332,33.24764932,,,,,,
GS25,서귀법환점,편의점,"제주특별자치도 서귀포시 이어도로 900, (법환동)",126.5109458,33.23662213,,,,,,
GS25,외도대박점,편의점,"제주특별자치도 제주시 우정로16길 30, (외도일동)",126.4276083,33.48609925,,,,,,
GS25,노형광평점,편의점,"제주특별자치도 제주시 광평동로 13, (노형동)",126.4709956,33.4815033,,,,,,
GS25,연동해점,편의점,"제주특별자치도 제주시 제원길 43, (연동)",126.4895273,33.48618432,,,,,,
GS25,모슬포항점,편의점,"제주특별자치도 서귀포시 대정읍 하모항구로 48, (하모리)",126.2499232,33.21813105,,,,,,
GS25,성산삼달점,편의점,"제주특별자치도 서귀포시 성산읍 일주동로 5251, (삼달리)",126.8694234,33.36934199,,,,,,
GS25,중문시티점,편의점,"제주특별자치도 서귀포시 중문상로 27, (중문동)",126.4248382,33.25089749,,,,,,
GS25,수산삼거리점,편의점,"제주특별자치도 서귀포시 성산읍 서성일로 1029, (수산리)",126.8886563,33.4437925,,,,,,
GS25,함덕라마다점,편의점,"제주특별자치도 제주시 조천읍 신북로 474, (함덕리)",126.6608886,33.54326893,,,,,,
GS25,도두해안로점,편의점,"제주특별자치도 제주시 서해안로 301-1, (도두이동)",126.4777319,33.50910202,,,,,,
GS25,금호리조트제주점,편의점,"제주특별자치도 서귀포시 남원읍 태위로 522-12, (남원리)",126.702813,33.27364635,,,,,,
GS25,서광로터리점,편의점,"제주특별자치도 서귀포시 안덕면 중산간서로 2084, (서광리)",126.3021313,33.28614756,,,,,,
GS25,제주신엄점,편의점,"제주특별자치도 제주시 애월읍 일주서로 6733, (신엄리, 은창빌라)",126.3713679,33.47295848,,,,,,
GS25,노형점,편의점,"제주특별자치도 제주시 원노형남2길 37, (노형동)",126.4852195,33.48270577,,,,,,
GS25,연동에코점,편의점,"제주특별자치도 제주시 신광로 16, (연동)",126.4899657,33.49067947,,,,,,
GS25,아라타운점,편의점,"제주특별자치도 제주시 인다8길 8, (아라일동)",126.5457967,33.47606555,,,,,,
GS25,월산마을점,편의점,"제주특별자치도 제주시 월산남길 19, (노형동)",126.464961,33.47168276,,,,,,
GS25,중문희망점,편의점,"제주특별자치도 서귀포시 중문로 53, (중문동)",126.4256531,33.25631735,,,,,,
GS25,노형에비뉴점,편의점,"제주특별자치도 제주시 연북로 21, (노형동)",126.4836112,33.48238858,,,,,,
GS25,연동중앙점,편의점,"제주특별자치도 제주시 연동7길 35, (연동)",126.4909163,33.48674218,,,,,,
GS25,사계포구점,편의점,"제주특별자치도 서귀포시 안덕면 사계남로 165, (사계리)",126.3075631,33.22826886,,,,,,
GS25,강정LH점,편의점,"제주특별자치도 서귀포시 대청로25번길 9, (강정동, 강정엘에이치아파트)",126.5022938,33.253243,,,,,,
GS25,제주신북점,편의점,"제주특별자치도 제주시 조천읍 신북로 66, 102동  (신촌리, 에스디빌)",126.6209524,33.5339049,,,,,,
GS25,서귀운진항점,편의점,"제주특별자치도 서귀포시 대정읍 최남단해안로125번길 35, (하모리)",126.2574612,33.21446832,,,,,,
GS25,동홍그린점,편의점,"제주특별자치도 서귀포시 동홍동로32번길 12, (동홍동)",126.5762242,33.25756467,,,,,,
GS25,한림금능점,편의점,"제주특별자치도 제주시 한림읍 한림로 224, (금능리)",126.231724,33.38660733,,,,,,
GS25,관광대기숙사점,편의점,"제주특별자치도 제주시 애월읍 평화로 2715, (광령리)",126.4343607,33.44746265,,,,,,
GS25,도두해안로점,편의점,"제주특별자치도 제주시 서해안로 301-1, (도두이동)",126.4777966,33.5090938,,,,,,
GS25,협재포구점,편의점,"제주특별자치도 제주시 한림읍 협재1길 42, (협재리)",126.2443083,33.39837078,,,,,,
GS25,서귀포부두점,편의점,"제주특별자치도 서귀포시 칠십리로 78, (서귀동)",126.5643898,33.23969386,,,,,,
GS25,아라나래점,편의점,"제주특별자치도 제주시 인다2길 75-1, (아라일동)",126.5504479,33.47132363,,,,,,
GS25,성산동남점,편의점,"제주특별자치도 서귀포시 성산읍 고성오조로 47, (고성리)",126.9149758,33.44793868,,,,,,
GS25,제주한경점,편의점,"제주특별자치도 서귀포시 대정읍 중산간서로 2386, (보성리)",126.2787292,33.27252763,,,,,,
GS25,제주약천사점,편의점,"제주특별자치도 서귀포시 이어도로 293-20, (하원동)",126.4511431,33.24455612,,,,,,
GS25,제주난타파크점,편의점,"제주특별자치도 제주시 선돌목동길 56-26, (오등동)",126.5479687,33.4458159,,,,,,
GS25,중문버자야점,편의점,"제주특별자치도 서귀포시 예래로 38, (상예동)",126.4017638,33.2564273,,,,,,
GS25,서귀글램블루점,편의점,"제주특별자치도 서귀포시 명동로 46, (서귀동)",126.5669061,33.24724234,,,,,,
GS25,제주하광로점,편의점,"제주특별자치도 제주시 애월읍 하귀9길 71, (하귀1리, 제주하귀휴먼시아2단지)",126.4151192,33.48123402,,,,,,
GS25,귀일중점,편의점,"제주특별자치도 제주시 애월읍 항몽로 34, (하귀2리)",126.4054151,33.4806317,,,,,,
GS25,연동신광점,편의점,"제주특별자치도 제주시 도령로 74, (연동)",126.4863885,33.48972524,,,,,,
GS25,제주애월중점,편의점,"제주특별자치도 제주시 애월읍 애월로 151, (애월리)",126.3233379,33.46388857,,,,,,
GS25,한라수목원점,편의점,"제주특별자치도 제주시 수목원길 65-6, (연동)",126.4919934,33.47053604,,,,,,
GS25,노형신비점,편의점,"제주특별자치도 제주시 한라대학로 99, (노형동)",126.480755,33.47651144,,,,,,
GS25,이호해수욕장점,편의점,"제주특별자치도 제주시 서해안로 24, (이호일동)",126.457038,33.49989348,,,,,,
GS25,외도월대,편의점,"제주특별자치도 제주시 도근내길 24, (외도일동)",126.4335324,33.49231391,,,,,,
GS25,도남사거리점,편의점,"제주특별자치도 제주시 신성로 92, (도남동)",126.5290193,33.4960989,,,,,,
GS25,해도점,편의점,"제주특별자치도 제주시 애월읍 하광로 8, (하귀1리, 해도빌리지)",126.4106218,33.48419663,,,,,,
GS25,노형광평점,편의점,"제주특별자치도 제주시 광평동로 13, (노형동)",126.471039,33.4814858,,,,,,
GS25,성산오조점,편의점,"제주특별자치도 서귀포시 성산읍 한도로 129, (오조리)",126.9219434,33.46895341,,,,,,
GS25,서귀혁신점,편의점,"제주특별자치도 서귀포시 대청로 33, (강정동)",126.503397,33.25273335,,,,,,
GS25,제주신평점,편의점,"제주특별자치도 서귀포시 대정읍 중산간서로 2613, (신평리)",126.2590264,33.26483341,,,,,,
GS25,성산신양점,편의점,"제주특별자치도 서귀포시 성산읍 섭지코지로26번길 6, (고성리)",126.9192412,33.43876121,,,,,,
GS25,동홍대림,편의점,"제주특별자치도 서귀포시 동홍중앙로 49, (동홍동)",126.5719295,33.25505402,,,,,,
GS25,한림중앙점,편의점,"제주특별자치도 제주시 한림읍 한림로 656, (한림리)",126.2633323,33.41404585,,,,,,
GS25,대정한신점,편의점,"제주특별자치도 서귀포시 대정읍 에듀시티로 102, (보성리, 한신더휴)",126.2788084,33.2881798,,,,,,
GS25,제주표선점,편의점,"제주특별자치도 서귀포시 표선면 표선중앙로 90, (표선리)",126.833514,33.32563194,,,,,,
GS25,이도신설점,편의점,"제주특별자치도 제주시 신설로2길 1, (이도이동)",126.542107,33.49401769,,,,,,
GS25,제주메종글래,편의점,"제주특별자치도 제주시 노연로 80, (연동)",126.4883957,33.48505257,,,,,,
GS25,연동은수길점,편의점,"제주특별자치도 제주시 수목원길 23, (연동)",126.4873553,33.46938863,,,,,,
GS25,외도수점,편의점,"제주특별자치도 제주시 우정로4길 4, (외도일동, 백강수피아5차)",126.4306946,33.49155675,,,,,,
GS25,표선동서로점,편의점,"제주특별자치도 서귀포시 표선면 표선동서로 76, (표선리)",126.8244948,33.31263542,,,,,,
GS25,제주비자림점,편의점,"제주특별자치도 제주시 구좌읍 비자림로 2279, (평대리)",126.8119636,33.4965925,,,,,,
GS25,제주성읍점,편의점,"제주특별자치도 서귀포시 표선면 서성일로 24, (성읍리)",126.8013093,33.39420105,,,,,,
GS25,법환포구점,편의점,"제주특별자치도 서귀포시 막숙포로 66, (법환동)",126.5147796,33.23577538,,,,,,
GS25,삼도동양점,편의점,"제주특별자치도 제주시 홍랑길 20, (삼도일동, 동양맨션)",126.5232885,33.50152131,,,,,,
GS25,제주대동점,편의점,"제주특별자치도 제주시 대동길 2, (이호이동)",126.4632822,33.49425518,,,,,,
GS25,노형중앙점,편의점,"제주특별자치도 제주시 다랑곶길 19, (노형동)",126.48006,33.48797086,,,,,,
GS25,이도구남점,편의점,"제주특별자치도 제주시 구남동2길 11-1, (이도이동)",126.5365272,33.4898858,,,,,,
GS25,연동모디움점,편의점,"제주특별자치도 제주시 삼무로1길 10-9, (연동)",126.4884754,33.4903728,,,,,,
GS25,성산오일장점,편의점,"제주특별자치도 서귀포시 성산읍 고성오조로 106, (고성리)",126.9140633,33.45297984,,,,,,
GS25,제주대흘점,편의점,"제주특별자치도 제주시 조천읍 중산간동로 700, (대흘리)",126.6591902,33.49774728,,,,,,
GS25,산방사계로점,편의점,"제주특별자치도 서귀포시 안덕면 사계로114번길 53-7, (사계리)",126.3042287,33.24373045,,,,,,
GS25,R제주예시장점,편의점,"제주특별자치도 제주시 애월읍 평화로 2144, (유수암리)",126.3931762,33.40982751,,,,,,
GS25,외도부영점,편의점,"제주특별자치도 제주시 우정로7길 30, (외도일동)",126.4341606,33.48909427,,,,,,
