productName,price,division1,division2,division3,seller,update,barcode,id
삼남매식품]전통식혜500mlpt,18000,가공식품,기타음료,혼합음료,삼남매식품,2015-01-22 11:12:12,8809221606204,200603682142
삼남매식품]전통식혜1.5Lpt,35000,가공식품,기타음료,혼합음료,삼남매식품,2015-01-22 11:12:12,8809221607072,200603682142
쌕쌕포도뉴 238ML,8000,가공식품,과일.채소류음료,농축과.채즙(또는 과.채분),롯데칠성음료(주),2015-01-22 11:12:12,8801056298012,1978061400165
쌕쌕포도 포도맛 238MLx12`S,11000,가공식품,과일.채소류음료,농축과.채즙(또는 과.채분),롯데칠성음료(주),2015-01-22 11:12:12,8801056298128,1978061400165
쌕쌕포도선물용,21000,가공식품,과일.채소류음료,농축과.채즙(또는 과.채분),롯데칠성음료(주),2015-01-22 11:12:12,8801056001858,1978061400165
쌕쌕오렌지100 뉴 오렌지과즙100% 238ML,11000,가공식품,과일.채소류음료,농축과.채즙(또는 과.채분),롯데칠성음료(주),2015-01-22 11:12:12,8801056389017,1978061400160
쌕쌕뉴오렌지100 오렌지100% 238MLx12`S,26000,가공식품,과일.채소류음료,농축과.채즙(또는 과.채분),롯데칠성음료(주),2015-01-22 11:12:12,8801056389123,1978061400160
쌕쌕,6000,가공식품,과일.채소류음료,농축과.채즙(또는 과.채분),롯데칠성음료(주),2015-01-22 11:12:12,8801056001841,1978061400160
쌕쌕오렌지마일드,6000,가공식품,과일.채소류음료,농축과.채즙(또는 과.채분),롯데칠성음료(주),2015-01-22 11:12:12,8801056688011,1978061400160
롯데칠성쌕쌕오렌지(240ml*12),16000,가공식품,과일.채소류음료,농축과.채즙(또는 과.채분),롯데칠성음료(주),2015-01-22 11:12:12,8801056688127,1978061400160
포르테 커피세트 1호,4000,가공식품,음료류,커피,(주)카파아이엔티,2015-01-22 11:12:12,8809057795509,200803581198
비타F,3000,가공식품,기타음료,혼합음료,조선무약(자),2015-01-22 11:12:12,8806020311353,19930311033121
자연을담은명품블루베리100 70ml,18000,가공식품,과일.채소류음료,과.채음료,한국삼,2015-01-22 11:12:12,8809228158881,2002046721516
자연을담은명품블루베리100 70ml*30포,27000,가공식품,과일.채소류음료,과.채음료,한국삼,2015-01-22 11:12:12,8809228158898,2002046721516
비타시,34000,가공식품,기타음료,혼합음료,일양약품(주),2015-01-22 11:12:12,8806001083767,19850347002108
토코페롤천 210ML,28000,가공식품,기타음료,혼합음료,일양약품(주),2015-01-22 11:12:12,8806001084887,19850347002103
토코페롤천250,32000,가공식품,기타음료,혼합음료,일양약품(주),2015-01-22 11:12:12,8806001084542,19850347002103
토코페롤 1000 210ML*10,9000,가공식품,기타음료,혼합음료,일양약품(주),2015-01-22 11:12:12,8806001084894,19850347002103
토코페롤천250*5,38000,가공식품,기타음료,혼합음료,일양약품(주),2015-01-22 11:12:12,8806001085020,19850347002103
비타헬시,6000,가공식품,기타음료,혼합음료,일양약품(주),2015-01-22 11:12:12,8806001083750,1985034700284
비타헬시100ml*20,12000,가공식품,기타음료,혼합음료,일양약품(주),2015-01-22 11:12:12,8806001083798,1985034700284
꾸러기철력(바나나맛)100ml*10,7000,가공식품,과일.채소류음료,농축과.채즙(또는 과.채분),일양약품(주),2015-01-22 11:12:12,8806001083026,1985034700279
보령제약 알틴제로 100ml,3000,가공식품,기타음료,혼합음료,보령제약(주),2015-01-22 11:12:12,8806003011362,19940311001126
(주)한국인삼공사 정관장 가인,34000,가공식품,음료류,인삼.홍삼음료,(주)한국인삼공사,2015-01-22 11:12:12,8809332391303,19960470037212
(주)한국인삼공사 굿베이스 홍삼에너지업,28000,가공식품,음료류,인삼.홍삼음료,(주)한국인삼공사,2015-01-22 11:12:12,8809023001269,19960470037198
위솔액,5000,가공식품,기타음료,혼합음료,조선무약(자),2015-01-22 11:12:12,8806430012802,19930311033144
위솔액,30000,가공식품,기타음료,혼합음료,조선무약(자),2015-01-22 11:12:12,8806430012819,19930311033144
솔표 비타우린,40000,가공식품,기타음료,혼합음료,조선무약(자),2015-01-22 11:12:12,8806020311919,19930311033143
홍삼액플러스 850ml+(70ml*5포*2박스),37000,가공식품,음료류,인삼.홍삼음료,한국양봉농업협동조합,2015-01-22 11:12:12,8802673003317,200903602693
홍삼액플러스850ml(병),34000,가공식품,음료류,인삼.홍삼음료,한국양봉농업협동조합,2015-01-22 11:12:12,8802673003300,200903602693
한국양봉농협 홍삼액플러스(70ml*8포*3box),32000,가공식품,음료류,인삼.홍삼음료,한국양봉농업협동조합,2015-01-22 11:12:12,8802673003362,200903602693
한국양봉농협 홍삼액플러스850ml*2병/70ml*5포/75ml*2병,16000,가공식품,음료류,인삼.홍삼음료,한국양봉농업협동조합,2015-01-22 11:12:12,8802673003355,200903602693
홍삼액플러스1000ml,19000,가공식품,음료류,인삼.홍삼음료,한국양봉농업협동조합,2015-01-22 11:12:12,8802673003256,200903602693
홍삼액플러스70ml*15포(5포*3박스),23000,가공식품,음료류,인삼.홍삼음료,한국양봉농업협동조합,2015-01-22 11:12:12,8802673003218,200903602693
홍삼액플러스70ml*40포(5포*8박스),29000,가공식품,음료류,인삼.홍삼음료,한국양봉농업협동조합,2015-01-22 11:12:12,8802673003225,200903602693
홍삼액플러스75ml(병),20000,가공식품,음료류,인삼.홍삼음료,한국양봉농업협동조합,2015-01-22 11:12:12,8802673003232,200903602693
홍삼액플러스70ml(파우치),3000,가공식품,음료류,인삼.홍삼음료,한국양봉농업협동조합,2015-01-22 11:12:12,8802673003249,200903602693
"한국명가 명품 발효 홍삼액 75ml*8병, 80ml*10포",22000,가공식품,음료류,인삼.홍삼음료,한국양봉농업협동조합,2015-01-22 11:12:12,8802673003201,200903602692
홍삼액플러스75ml*10병,11000,가공식품,음료류,인삼.홍삼음료,한국양봉농업협동조합,2015-01-22 11:12:12,8802673003263,200903602693
토마토,8000,가공식품,과일.채소류음료,농축과.채즙(또는 과.채분),(주)금강비앤에프,2015-01-22 11:12:12,8804074600546,1995043302680
갈아서만든배,31000,가공식품,과일.채소류음료,농축과.채즙(또는 과.채분),(주)금강비앤에프,2015-01-22 11:12:12,8804074100350,1995043302678
웅진자연은196일석류1.5ℓ,22000,가공식품,과일.채소류음료,과.채음료,웅진식품(주),2015-01-22 11:12:12,8801382131014,19960458039204
자연은365레드오렌지1.5l,25000,가공식품,과일.채소류음료,과.채음료,웅진식품(주),2015-01-22 11:12:12,8801382130802,19960458039201
내가파인 프리미엄커피믹스 20티백,28000,가공식품,음료류,커피,(주)코시스템,2015-01-22 11:12:12,8809380760175,2006036425935
광동제약(주) 카샤 카페모카 200ml*4,24000,가공식품,음료류,커피,광동제약(주),2015-01-22 11:12:12,8806002010670,19960308010323
광동제약(주) 카샤 카페모카 200ml,18000,가공식품,음료류,커피,광동제약(주),2015-01-22 11:12:12,8806002010465,19960308010323
광동제약(주) 카샤 스위트 아메리카노 275ml,26000,가공식품,음료류,커피,광동제약(주),2015-01-22 11:12:12,8806002010571,19960308010322
광동제약(주) 카샤 스위트 아메리카노240ml,33000,가공식품,음료류,커피,광동제약(주),2015-01-22 11:12:12,8806002010441,19960308010322
광동제약(주) 카샤 스위트아메리카노 200ml,7000,가공식품,음료류,커피,광동제약(주),2015-01-22 11:12:12,8806002010427,19960308010322
(주)농심 카프리썬 정글드링크 200ml,11000,가공식품,과일.채소류음료,과.채음료,(주)농심,2015-01-22 11:12:12,8801043650762,1997036029915
농심 카프리썬 사과맛 200ml,6000,가공식품,과일.채소류음료,과.채음료,(주)농심,2015-01-22 11:12:12,8801043650700,1997036029914
에이스 화이바 후레쉬(100ml*10병),27000,가공식품,기타음료,혼합음료,태웅식품주식회사,2015-01-22 11:12:12,8802774000369,1989044501468
웅진식품내사랑유자1.5L+자)감귤,36000,가공식품,기타음료,혼합음료,웅진식품(주),2015-01-22 11:12:12,8801382132455,19960458039220
웅진식품내사랑유자c1.5L,6000,가공식품,기타음료,혼합음료,웅진식품(주),2015-01-22 11:12:12,8801382128038,19960458039220
웅진식품 이마트엄마의정성알로에병180㎖,30000,가공식품,기타음료,혼합음료,웅진식품(주),2015-01-22 11:12:12,8801382144823,19960458039214
웅진식품 이마트엄마의정성제주감귤병180㎖,16000,가공식품,과일.채소류음료,과.채음료,웅진식품(주),2015-01-22 11:12:12,8801382144830,19960458039213
웅진종합세트(PET) 1.3L*4,26000,가공식품,과일.채소류음료,과.채주스,웅진식품(주),2015-01-22 11:12:12,8801382128694,19960458039211
용적삼홍녹33 (70ML*60) 4200ML,18000,가공식품,음료류,인삼.홍삼음료,경기동부인삼농업협동조합,2015-01-22 11:12:12,8809057550023,200403583601
"제주산소수 1,500ml",10000,가공식품,기타음료,혼합음료,주식회사제주산소수,2015-01-22 11:12:12,8809423870014,200906313481
제주산소수 500ml,28000,가공식품,기타음료,혼합음료,주식회사제주산소수,2015-01-22 11:12:12,8809423870007,200906313481
잔치집 홍대추 240MLx15`S,25000,가공식품,과일.채소류음료,농축과.채즙(또는 과.채분),롯데칠성음료(주),2015-01-22 11:12:12,8801056224158,19780368002130
잔치집홍대추 238ML,14000,가공식품,과일.채소류음료,농축과.채즙(또는 과.채분),롯데칠성음료(주),2015-01-22 11:12:12,8801056714017,19780368002130
잔치집홍대추 240ML,4000,가공식품,과일.채소류음료,농축과.채즙(또는 과.채분),롯데칠성음료(주),2015-01-22 11:12:12,8801056224011,19780368002130
잔치집홍대추1.5l,30000,가공식품,과일.채소류음료,농축과.채즙(또는 과.채분),롯데칠성음료(주),2015-01-22 11:12:12,8801056233013,19780368002130
이마트 홍삼추출액(90mlx30포),39000,가공식품,음료류,인삼.홍삼음료,종근당건강(주),2015-01-22 11:12:12,8805915530633,2005045631574
트레이더스홍삼추출액,27000,가공식품,음료류,인삼.홍삼음료,종근당건강(주),2015-01-22 11:12:12,8805915531036,2005045631574
트레이더스홍삼추출액,10000,가공식품,음료류,인삼.홍삼음료,종근당건강(주),2015-01-22 11:12:12,8805915531012,2005045631574
100%배즙(4봉) 120ML*4,8000,가공식품,과일.채소류음료,농축과.채즙(또는 과.채분),두레식품,2015-01-22 11:12:12,8809080300060,200104561601
100%배즙(50봉)120ML*50,7000,가공식품,과일.채소류음료,농축과.채즙(또는 과.채분),두레식품,2015-01-22 11:12:12,8809080300039,200104561601
초록빛 매실100ml,15000,가공식품,과일.채소류음료,과.채주스,태웅식품주식회사,2015-01-22 11:12:12,8802774000987,1989044501494
초록빛 매실(100ml*10병),11000,가공식품,과일.채소류음료,과.채주스,태웅식품주식회사,2015-01-22 11:12:12,8802774001014,1989044501494
시크릿하우스 투데이스 카페 더치커피 팝(POP) 1 500ml,10000,가공식품,음료류,커피,시크릿하우스,2015-01-22 11:12:12,8809424480038,201303204782
시크릿하우스 투데이스 카페 더치커피 팝(POP)[선물포장] 1 500ml,5000,가공식품,음료류,커피,시크릿하우스,2015-01-22 11:12:12,8809424480021,201303204782
초록원 유자,28000,가공식품,과일.채소류음료,과.채음료,(주)초록원,2015-01-22 11:12:12,8807920310347,2005056047063
엔파워술깬사회100ml,3000,가공식품,기타음료,혼합음료,엔파워,2015-01-22 11:12:12,8809397830014,201203331886
엔파워술깬사회10병100ml,11000,가공식품,기타음료,혼합음료,엔파워,2015-01-22 11:12:12,8809397830007,201203331886
엔파워술깬사회100ml/10병/10박스,33000,가공식품,기타음료,혼합음료,엔파워,2015-01-22 11:12:12,8809397830021,201203331886
액티칼V골드(500ml)미량요소복합비료,11000,가공식품,기타음료,혼합음료,에코바이오텍(주),2015-01-22 11:12:12,8809409910154,200403641995
액티칼V골드(1L)미량요소복합비료,16000,가공식품,기타음료,혼합음료,에코바이오텍(주),2015-01-22 11:12:12,8809409910123,200403641995
㈜대건내츄럴 쿨모닝푸룬,3000,가공식품,과일.채소류음료,과.채주스,(주)대건내츄럴,2015-01-22 11:12:12,8809068661176,2006044312751
㈜대건내츄럴 대건생클로렐라 120ML,28000,가공식품,과일.채소류음료,과.채주스,(주)대건내츄럴,2015-01-22 11:12:12,8809068661169,2006044312750
㈜대건내츄럴 새싹삼한뿌리유기농신립초 120ML,23000,가공식품,과일.채소류음료,과.채주스,(주)대건내츄럴,2015-01-22 11:12:12,8809068661152,2006044312749
㈜대건내츄럴 양배추혼합즙 120ML,20000,가공식품,과일.채소류음료,과.채주스,(주)대건내츄럴,2015-01-22 11:12:12,8809068661077,2006044312745
㈜대건내츄럴 블루베리프리미엄 120ML,26000,가공식품,과일.채소류음료,과.채주스,(주)대건내츄럴,2015-01-22 11:12:12,8809068661008,2006044312744
(정문)산삼&홍삼(6년근)세트,11000,가공식품,음료류,인삼.홍삼음료,태웅식품(주),2015-01-22 11:12:12,8802774003445,19890445014378
배양근산삼과 6년근홍삼,27000,가공식품,음료류,인삼.홍삼음료,태웅식품(주),2015-01-22 11:12:12,8802774006927,19890445014378
(주)웰팜 자연원 파인애플주스(950ml),39000,가공식품,과일.채소류음료,과.채주스,(주)웰팜,2015-01-22 11:12:12,8809135308157,20030445042134
2%부족할때 복숭아맛 1.5LX12`S,7000,가공식품,기타음료,혼합음료,롯데칠성음료(주),2015-01-22 11:12:12,8801056787127,200003603721
이프로부족할때 복숭아맛 250ML,28000,가공식품,기타음료,혼합음료,롯데칠성음료(주),2015-01-22 11:12:12,8801056024017,200003603721
이프로(2%)부족할때 복숭아맛 250MLx6`S,21000,가공식품,기타음료,혼합음료,롯데칠성음료(주),2015-01-22 11:12:12,8801056024062,200003603721
2%부족할때 복숭아 과즙5% 340ml,23000,가공식품,기타음료,혼합음료,롯데칠성음료(주),2015-01-22 11:12:12,8801056798017,200003603721
2%부족할때복숭아350펫,32000,가공식품,기타음료,혼합음료,롯데칠성음료(주),2015-01-22 11:12:12,8801056017583,200003603721
2%부족복숭아250*6,3000,가공식품,기타음료,혼합음료,롯데칠성음료(주),2015-01-22 11:12:12,8801056021062,200003603721
2%복숭아1.5l,7000,가공식품,기타음료,혼합음료,롯데칠성음료(주),2015-01-22 11:12:12,8801056487010,200003603721
