브랜드명,지점명,업체유형,도로명주소,위도,경도,상가업소번호,ID,연락처,주차시설,평점,판매자ID,판매상품목록
GS25,조치원남리점 ==> 조test치원남리점,편의점,"세종특별자치시 조치원읍 새내로 59, (남리)",36.59711739321,127.298588974084,23234606,nan ==> nan,nan ==> nan,nan ==> nan,nan ==> nan,nan ==> nan,nan ==> nan
GS25,연기행복점 ==> 연test기행복점,편의점,"세종특별자치시 연서면 당산로 350, (봉암리)",36.5627337829712,127.283025044097,24325267,nan ==> nan,nan ==> nan,nan ==> nan,nan ==> nan,nan ==> nan,nan ==> nan
GS25,세종봉안점 ==> 세test종봉안점,편의점,"세종특별자치시 장군면 봉안산소골길 12-2, (봉안리)",36.49981336044271,127.22158642430901,24897762,nan ==> nan,nan ==> nan,nan ==> nan,nan ==> nan,nan ==> nan,nan ==> nan
